ID,COO,Household Sex,Poverty Threshold,Governerate,ChildAge,ChildSex,Unaccompanied and Separated Children,special protection needs,Children with disability
45417,SYR,M,,Ajloun,4,F,,,
45418,SYR,M,,Ajloun,3,M,,,
45419,SYR,M,abject,Amman,3,F,,,
45420,SYR,M,,Mafraq,4,F,,,
45421,SYR,M,abject,Amman,3,F,,,
45422,SYR,M,,Amman,12,M,,,
45423,SYR,M,,Amman,10,F,,,
45424,SYR,M,absolute,Irbid,6,F,,,
45425,SYR,M,absolute,Irbid,5,F,,,
45426,SYR,M,,Ajloun,15,F,,,
45427,SYR,M,,Mafraq,12,F,,,
45428,SYR,M,,Mafraq,16,M,,,
45429,SYR,M,abject,Amman,5,F,,,
45430,SYR,M,,Irbid,7,M,,,DS
45431,SYR,M,,Amman,5,M,,,
45432,SYR,M,absolute,Irbid,1,F,,,
45433,SYR,M,absolute,Balqa,10,M,,,
45434,SYR,M,abject,Amman,8,F,,,
45435,SYR,M,,Amman,7,F,,,
45436,SYR,M,absolute,Amman,9,F,,,
45437,SYR,M,,Amman,2,M,,,
45438,SYR,M,,Irbid,10,M,,,
45439,SYR,M,,Zarqa,9,M,,,
45440,SYR,M,abject,Amman,12,M,,,
45441,SYR,M,,Amman,9,M,,,
45442,SYR,F,abject,Zarqa,8,M,,,
45443,SYR,M,,IRBID,5,M,,,
45444,SYR,M,,Mafraq,8,M,,,
45445,SYR,M,absolute,Amman,2,M,,,
45446,SYR,M,,Ajloun,12,F,,,
45447,SYR,M,abject,Amman,10,F,,,
45448,SYR,M,abject,Amman,9,M,,,
45449,SYR,M,abject,Amman,4,M,,,
45450,SYR,M,,Zarqa,6,F,,,
45451,SYR,M,,Zarqa,15,M,,,
45452,SYR,M,,Zarqa,9,M,,,
45453,SYR,M,absolute,Amman,3,M,,,
45454,SYR,M,abject,Amman,4,M,,,
45455,SYR,M,,Zarqa,10,F,,,
45456,SYR,M,absolute,Amman,6,F,,,
45457,SYR,M,,Zarqa,3,M,,,
45458,SYR,M,abject,Amman,8,M,,,
45459,SYR,M,absolute,Amman,9,M,,,
45460,SYR,M,absolute,Amman,7,F,,,
45461,SYR,M,absolute,Balqa,16,M,,,
45462,SYR,M,abject,Amman,7,M,,,
45463,SYR,M,absolute,Irbid,3,F,,,
45464,SYR,M,,Zarqa,2,M,,,
45465,SYR,M,,Irbid,16,F,,,DS
45466,SYR,M,,Zarqa,6,F,,,
45467,SYR,M,,Irbid,14,M,,,
45468,SYR,M,absolute,Irbid,17,M,,,
45469,SYR,M,abject,Amman,15,M,,,
45470,SYR,M,abject,Amman,17,F,,,
45471,SYR,M,absolute,Mafraq,10,M,,,
45472,SYR,F,Children with specific need (not abject or absolut),Irbid,10,M,,,
45473,SYR,F,abject,Amman,6,M,,,
45474,SYR,M,abject,Amman,4,M,,,
45475,SYR,M,,Zarqa,12,M,,,
45476,SYR,F,,Mafraq,0,F,,,
45477,SYR,F,Children with specific need (not abject or absolut),Irbid,16,M,,,
45478,SYR,F,,Mafraq,3,M,,,
45479,SYR,F,abject,Amman,5,M,,,
45480,SYR,F,Children with specific need (not abject or absolut),Irbid,17,F,,,
45481,SYR,F,abject,Amman,2,M,,,
45482,SYR,M,Children with specific need (not abject or absolut),Irbid,3,M,,,
45483,SYR,F,,Balqa,17,M,,,
45484,SYR,F,,Balqa,7,F,,,
45485,SYR,M,absolute,Amman,6,F,,,
45486,SYR,M,Children with specific need (not abject or absolut),Irbid,15,M,,,
45487,SYR,M,,Amman,8,M,,,
45488,SYR,M,,Zarqa,2,F,,,
45489,SYR,F,,Mafraq,9,M,,,
45490,SYR,F,Children with specific need (not abject or absolut),Irbid,14,M,,,
45491,SYR,F,Children with specific need (not abject or absolut),Irbid,8,M,,,
45492,SYR,F,Children with specific need (not abject or absolut),Irbid,5,M,,,
45493,SYR,F,abject,Amman,7,F,,,
45494,SYR,M,Children with specific need (not abject or absolut),Irbid,11,F,,,
45495,SYR,M,absolute,Amman,3,F,,,
45496,SYR,M,abject,Amman,15,F,,,
45497,SYR,M,abject,Amman,14,M,,,
45498,SYR,M,abject,Amman,9,F,,,
45499,SYR,M,,Zarqa,13,M,,,
45500,SYR,F,absolute,Maan,11,M,,,
45501,SYR,F,,Mafraq,5,M,,,
45502,SYR,F,Children with specific need (not abject or absolut),Irbid,12,M,,,
45503,SYR,F,abject,Amman,3,M,,,
45504,SYR,M,abject,Amman,8,F,,,
45505,SYR,M,,Mafraq,15,M,,,
45506,SYR,M,absolute,Amman,12,M,,,
45507,SYR,M,Children with specific need (not abject or absolut),Zarqa,6,M,,,
45508,SYR,M,,Zarqa,2,F,,,
45509,SYR,F,,Zarqa,15,M,,,
45510,SYR,M,Children with specific need (not abject or absolut),Zarqa,3,F,,,
45511,SYR,F,,Amman,7,F,,,
45512,SYR,M,,Amman,0,M,,,
45513,SYR,M,,Amman,6,F,,,
45514,SYR,M,,Amman,2,F,,,
45515,SYR,M,,Madaba,10,M,,,
45516,SYR,M,Children with specific need (not abject or absolut),Irbid,12,F,,,
45517,SYR,M,Children with specific need (not abject or absolut),Irbid,10,M,,,
45518,SYR,F,,Balqa,14,M,,,
45519,SYR,M,Children with specific need (not abject or absolut),Irbid,3,F,,,
45520,SYR,M,,Amman,0,M,,,
45521,SYR,M,,Mafraq,7,F,,,
45522,SYR,M,,Mafraq,12,F,,,
45523,SYR,M,,Mafraq,17,F,SC,,
45524,SYR,M,,IRBID,13,M,,,
45525,SYR,M,,IRBID,3,F,,,
45526,SYR,F,absolute,Amman,11,M,,,
45527,SYR,M,,IRBID,15,M,,,
45528,SYR,F,,Jerash,2,M,,,
45529,SYR,M,absolute,Amman,2,F,,,
45530,SYR,M,abject,Amman,14,M,,,
45531,SYR,M,abject,Amman,11,F,,,
45532,SYR,M,abject,Amman,15,F,,,
45533,SYR,M,Children with specific need (not abject or absolut),Irbid,8,F,,,
45534,SYR,M,absolute,Amman,0,F,,,
45535,SYR,M,,Mafraq,6,F,,,
45536,SYR,M,absolute,Amman,2,M,,,
45537,SYR,M,,Amman,3,M,,,
45538,SYR,M,,Amman,6,F,,,
45539,SYR,M,,Amman,1,M,,,
45540,SYR,M,,IRBID,11,F,,,
45541,SYR,M,abject,Amman,6,F,,,
45542,SYR,M,,Mafraq,12,M,,,
45543,SYR,M,abject,Amman,11,F,,,
45544,SYR,F,,Ajloun,12,F,SC,,
45545,SYR,M,absolute,Amman,14,F,,,
45546,SYR,M,,Madaba,6,M,,,
45547,SYR,M,absolute,Amman,5,F,,,
45548,SYR,M,,Mafraq,2,M,,,
45549,SYR,M,,Mafraq,0,F,,,
45550,SYR,F,absolute,Amman,9,F,,,
45551,SYR,M,absolute,Amman,10,F,,,
45552,SYR,F,,Jerash,4,F,,,
45553,SYR,M,abject,Amman,11,M,,,
45554,SYR,M,abject,Amman,16,M,,,
45555,SYR,M,,Madaba,5,M,,,
45556,SYR,M,,Mafraq,14,F,,,
45557,SYR,M,,Amman,4,M,,,
45558,SYR,M,,Mafraq,9,M,,,
45559,SYR,F,,Amman,17,F,,,
45560,SYR,M,Children with specific need (not abject or absolut),Zarqa,7,F,,,
45561,SYR,M,abject,Amman,12,F,,,
45562,SYR,M,abject,Amman,13,F,,,
45563,SYR,M,,Mafraq,4,M,,,
45564,SYR,M,absolute,Amman,15,M,,,
45565,SYR,M,absolute,Amman,12,M,,,
45566,SYR,M,,Madaba,2,M,,,
45567,SYR,M,,Amman,8,M,,,
45568,SYR,M,,Zarqa,5,F,,,
45569,SYR,M,,Zarqa,7,M,,,
45570,SYR,M,absolute,Ajloun,10,F,,,
45571,SYR,M,,Madaba,12,F,,,
45572,SYR,M,,Mafraq,7,M,,,
45573,SYR,M,,Zarqa,11,M,,,
45574,SYR,M,absolute,Amman,7,F,,,
45575,SYR,F,absolute,Amman,17,F,,,
45576,SYR,M,,Mafraq,2,M,,,
45577,SYR,M,absolute,Ajloun,7,M,,,
45578,SYR,M,absolute,Ajloun,12,F,,,
45579,SYR,M,,Mafraq,3,M,,,
45580,SYR,M,,Zarqa,1,M,,,
45581,SYR,M,absolute,Amman,16,M,,,
45582,SYR,M,abject,Mafraq,4,F,,,
45583,SYR,F,,Amman,1,M,,,
45584,SYR,F,,Maan,15,F,,,
45585,SYR,M,absolute,Amman,5,F,,,
45586,SYR,M,,Mafraq,9,M,,,
45587,SYR,M,absolute,Amman,7,F,,,
45588,SYR,F,,Maan,5,F,,,
45589,SYR,M,,Mafraq,1,M,,,
45590,SYR,M,,Mafraq,3,F,,,
45591,SYR,M,,Madaba,4,F,,,
45592,SYR,M,absolute,Mafraq,13,F,,,
45593,SYR,M,,Mafraq,5,M,,,
45594,SYR,F,,Maan,11,F,,,
45595,SYR,F,,Maan,3,M,,,
45596,SYR,M,abject,Mafraq,6,M,,,
45597,SYR,M,,Zarqa,16,M,,,
45598,SYR,M,absolute,Amman,14,M,,,
45599,SYR,M,abject,Mafraq,2,F,,,
45600,SYR,F,,Maan,8,F,,,
45601,SYR,F,,Maan,7,M,,,
45602,SYR,M,,Mafraq,4,M,,,
45603,SYR,F,,Zarqa,12,F,,,
45604,SYR,F,,Amman,4,F,,,
45605,SYR,M,,Zarqa,10,M,,,
45606,SYR,M,absolute,Amman,1,F,,,
45607,SYR,F,,Maan,16,F,,,
45608,SYR,F,absolute,Irbid,11,M,,,
45609,SYR,M,,Mafraq,8,M,,,
45610,SYR,M,,Mafraq,2,F,,,
45611,SYR,M,abject,Mafraq,13,F,,,
45612,SYR,F,,Zarqa,11,M,,,
45613,SYR,M,,Mafraq,6,M,,,
45614,SYR,F,absolute,Irbid,14,F,,,
45615,SYR,F,abject,Amman,2,F,,,
45616,SYR,F,absolute,Irbid,9,M,,,
45617,SYR,F,abject,Amman,11,F,,,
45618,SYR,M,,Mafraq,12,F,,,
45619,SYR,M,abject,Mafraq,10,M,,,
45620,SYR,M,absolute,Amman,9,M,,,
45621,SYR,F,abject,Amman,6,F,,,
45622,SYR,M,,IRBID,5,M,,,
45623,SYR,F,,Amman,0,F,,,
45624,SYR,F,abject,Amman,9,F,,,
45625,SYR,M,,Mafraq,15,F,,,
45626,SYR,F,abject,Amman,15,F,,,
45627,SYR,M,,Mafraq,10,F,,,
45628,SYR,M,absolute,Amman,6,F,,,
45629,SYR,M,absolute,Amman,11,M,,,
45630,SYR,F,abject,Amman,17,F,,,
45631,SYR,M,,Ajloun,4,M,,,
45632,SYR,F,absolute,Balqa,6,F,,,
45633,SYR,M,,IRBID,10,F,,,
45634,SYR,M,,Ajloun,1,F,,,
45635,SYR,M,,IRBID,14,F,,,
45636,SYR,F,,Mafraq,7,F,,,
45637,SYR,M,,IRBID,2,M,,,
45638,SYR,M,,Amman,10,M,SC,,
45639,SYR,F,,Mafraq,17,M,,,
45640,SYR,M,,Amman,3,F,SC,,
45641,SYR,M,,Amman,6,M,SC,,
45642,SYR,M,absolute,Mafraq,8,M,,,
45643,SYR,M,,Amman,12,M,SC,,
45644,SYR,M,absolute,Mafraq,0,M,,,
45645,SYR,F,,Amman,6,M,,,
45646,SYR,F,,Balqa,13,F,,,
45647,SYR,F,,Balqa,6,F,,,
45648,SYR,M,,Mafraq,16,F,,,
45649,SYR,M,absolute,Balqa,4,M,,,
45650,SYR,F,absolute,Irbid,7,F,,,
45651,SYR,F,absolute,Balqa,7,F,,,
45652,SYR,M,,Ajloun,5,F,,,
45653,SYR,M,,IRBID,12,M,,,
45654,SYR,F,,Amman,1,F,,,
45655,SYR,M,absolute,Mafraq,3,M,,,
45656,SYR,M,abject,Irbid,7,M,,,
45657,SYR,M,,IRBID,4,F,,,
45658,SYR,F,abject,Amman,8,M,,,
45659,SYR,M,,Mafraq,17,M,,,
45660,SYR,F,abject,Amman,12,F,,,
45661,SYR,F,absolute,Karak,5,M,,,
45662,SYR,F,absolute,Karak,3,M,,,
45663,SYR,F,absolute,Karak,1,F,,,
45664,SYR,F,abject,Amman,5,M,,,
45665,SYR,F,,Amman,4,M,,,
45666,SYR,F,,Amman,1,M,,,
45667,SYR,M,,IRBID,2,F,,,
45668,SYR,M,,Mafraq,15,F,,,
45669,SYR,F,,Amman,2,M,,,
45670,SYR,F,,Amman,7,M,,,
45671,SYR,F,absolute,Amman,13,M,,,
45672,SYR,F,,Balqa,4,F,,,
45673,SYR,M,,Mafraq,8,M,,,
45674,SYR,F,absolute,Amman,1,F,,,DS
45675,SYR,M,,Mafraq,12,M,,,
45676,SYR,F,,Amman,7,F,,,
45677,SYR,F,,Balqa,15,F,,,
45678,SYR,M,,Mafraq,1,M,,,
45679,SYR,F,,Balqa,16,F,,,
45680,SYR,F,absolute,Amman,7,M,,,
45681,SYR,M,abject,Maan,8,F,,,
45682,SYR,M,abject,Maan,3,F,,,
45683,SYR,M,abject,Zarqa,4,F,,,
45684,SYR,F,absolute,Amman,10,M,,,DS
45685,SYR,F,absolute,Amman,4,F,,,DS
45686,SYR,M,abject,Maan,15,M,,,
45687,SYR,M,,IRBID,3,F,,,
45688,SYR,M,absolute,Amman,14,M,,,
45689,SYR,M,,Amman,10,M,,,
45690,SYR,M,abject,Maan,2,M,,,
45691,SYR,M,abject,Maan,14,M,,,
45692,SYR,F,Children with specific need (not abject or absolut),Amman,4,M,,,
45693,SYR,M,,Madaba,10,M,,,
45694,SYR,M,,Madaba,14,M,,,
45695,SYR,F,,Madaba,12,F,,,
45696,SYR,M,,IRBID,11,M,,,
45697,SYR,M,absolute,Mafraq,6,M,,,
45698,SYR,M,,Mafraq,4,F,,,
45699,SYR,M,absolute,Balqa,7,F,,,
45700,SYR,M,absolute,Balqa,10,F,,,
45701,SYR,M,,Mafraq,7,F,,,
45702,SYR,M,abject,Zarqa,12,M,,,
45703,SYR,M,,IRBID,0,F,,,
45704,SYR,M,abject,Maan,6,M,,,
45705,SYR,M,abject,Maan,12,F,,,
45706,SYR,M,abject,Maan,4,M,,,
45707,SYR,F,Children with specific need (not abject or absolut),Amman,9,F,,,
45708,SYR,M,,Madaba,16,F,,,
45709,SYR,F,,Madaba,15,M,,,
45710,SYR,M,,IRBID,14,M,,,
45711,SYR,M,,IRBID,2,F,,,
45712,SYR,F,abject,Amman,9,F,,,
45713,SYR,M,absolute,Amman,15,M,SC,,
45714,SYR,M,absolute,Balqa,11,M,,,
45715,SYR,M,,Mafraq,9,F,,,
45716,SYR,F,absolute,Amman,7,F,,,
45717,SYR,F,,Amman,2,F,,,
45718,SYR,M,abject,Maan,13,M,,,
45719,SYR,M,abject,Zarqa,14,F,,,
45720,SYR,M,,Madaba,5,F,,,
45721,SYR,M,,Zarqa,11,M,,,
45722,SYR,M,abject,Irbid,11,F,,,
45723,SYR,M,,IRBID,5,F,,,
45724,SYR,M,,Zarqa,3,F,,,
45725,SYR,F,Children with specific need (not abject or absolut),Amman,6,F,,,
45726,SYR,M,,Zarqa,9,M,,,
45727,SYR,M,,Zarqa,3,F,,,
45728,SYR,M,,Amman,15,M,SC,,
45729,SYR,M,absolute,Amman,12,F,,,
45730,SYR,M,abject,Maan,17,M,,,
45731,SYR,M,abject,Zarqa,9,F,,,
45732,SYR,F,Children with specific need (not abject or absolut),Amman,8,F,,,
45733,SYR,F,,Madaba,5,M,,,
45734,SYR,M,,IRBID,6,M,,,
45735,SYR,M,abject,Irbid,13,F,,,
45736,SYR,M,,Zarqa,1,M,,,
45737,SYR,M,abject,Irbid,5,M,,,
45738,SYR,F,abject,Amman,14,F,,,
45739,SYR,M,absolute,Balqa,6,F,,,
45740,SYR,M,,Mafraq,7,F,,,
45741,SYR,M,,Mafraq,7,M,,,
45742,SYR,M,,Mafraq,10,M,,,
45743,SYR,M,,Zarqa,12,M,,,
45744,SYR,F,,IRBID,3,F,,,
45745,SYR,F,,Mafraq,8,M,,,
45746,SYR,F,,Zarqa,11,F,,,
45747,SYR,F,,Mafraq,17,M,,,DS
45748,SYR,F,,Amman,10,F,,,
45749,SYR,F,,Amman,8,F,,,
45750,SYR,M,,Mafraq,12,M,,,
45751,SYR,M,,Balqa,4,F,,,
45752,SYR,F,absolute,Amman,1,F,,,
45753,SYR,F,,Irbid,13,F,,,
45754,SYR,M,,Mafraq,5,F,,,DS
45755,SYR,M,,Mafraq,4,F,,,
45756,SYR,M,,Zarqa,7,F,,,
45757,SYR,F,,IRBID,5,M,,,
45758,SYR,M,,Mafraq,1,M,,,
45759,SYR,F,,Zarqa,8,M,,,
45760,SYR,F,,Mafraq,11,M,,,
45761,SYR,F,,Zarqa,15,M,,,
45762,SYR,F,,Amman,0,M,,,
45763,SYR,F,,Amman,3,F,,,
45764,SYR,F,,Amman,7,M,,,
45765,SYR,M,,Balqa,5,M,,,
45766,SYR,M,,Zarqa,0,M,,,
45767,SYR,M,,Mafraq,8,M,,,
45768,SYR,M,,Amman,4,M,,,
45769,SYR,M,,Amman,7,M,,,
45770,SYR,M,,Mafraq,12,F,,,
45771,SYR,M,,Maan,7,M,,,
45772,SYR,M,abject,Amman,6,M,,,
45773,SYR,M,,Mafraq,17,M,,,
45774,SYR,M,,Mafraq,1,M,,,
45775,SYR,F,absolute,Amman,5,M,,,
45776,SYR,F,abject,Irbid,5,M,,,
45777,SYR,M,,Mafraq,6,M,,,
45778,SYR,M,,Mafraq,13,F,,,
45779,SYR,F,,Mafraq,15,F,,,
45780,SYR,M,,Mafraq,6,M,,,
45781,SYR,M,,Mafraq,8,F,,,
45782,SYR,M,,Mafraq,0,M,,,
45783,SYR,M,,Mafraq,2,M,,,
45784,SYR,M,,Amman,7,M,,,
45785,SYR,F,absolute,Zarqa,4,M,,,
45786,SYR,F,,IRBID,6,F,,,
45787,SYR,M,,Mafraq,2,M,,,
45788,SYR,M,,Mafraq,3,F,,,
45789,SYR,M,,Karak,17,M,,,
45790,SYR,M,absolute,Jerash,5,M,,,DS
45791,SYR,M,,Amman,10,F,,,
45792,SYR,F,,Karak,3,F,,,
45793,SYR,F,,Zarqa,3,F,,,
45794,SYR,M,,Mafraq,3,F,,,
45795,SYR,F,absolute,Zarqa,5,F,,,
45796,SYR,M,,Amman,5,F,,,
45797,SYR,M,,Amman,3,F,,,
45798,SYR,M,Children with specific need (not abject or absolut),Amman,2,F,,,
45799,SYR,F,,Maan,2,M,,,
45800,SYR,M,Children with specific need (not abject or absolut),Mafraq,11,M,,,
45801,SYR,F,,Karak,4,M,,,
45802,SYR,M,Children with specific need (not abject or absolut),Amman,6,M,,,
45803,SYR,F,,Maan,9,F,,,
45804,SYR,M,Children with specific need (not abject or absolut),Amman,7,F,,,
45805,SYR,M,Children with specific need (not abject or absolut),Amman,4,M,,,
45806,SYR,F,Children with specific need (not abject or absolut),Amman,6,M,,,DS
45807,SYR,M,,Balqa,2,M,,,
45808,SYR,F,absolute,Amman,9,F,,,
45809,SYR,M,absolute,Amman,17,F,,,
45810,SYR,M,absolute,Amman,12,F,,,
45811,SYR,M,,Mafraq,1,F,,,
45812,SYR,M,,Mafraq,16,M,,,
45813,SYR,M,,Mafraq,8,F,,,
45814,SYR,M,,Mafraq,5,F,,,
45815,SYR,F,,Zarqa,13,M,,,
45816,SYR,M,,Karak,16,F,,,
45817,SYR,M,absolute,Jerash,9,F,,,
45818,SYR,M,absolute,Jerash,7,F,,,
45819,SYR,M,,Amman,14,F,,,
45820,SYR,M,,Amman,5,M,,,
45821,SYR,M,,Amman,0,F,,,
45822,SYR,F,,Maan,8,F,,,
45823,SYR,M,Children with specific need (not abject or absolut),Amman,17,F,SC,,
45824,SYR,F,,Amman,12,M,,,
45825,SYR,M,,Amman,12,F,,,
45826,SYR,M,,Zarqa,4,F,,,
45827,SYR,M,,Amman,8,F,,,
45828,SYR,M,,Amman,4,M,,,
45829,SYR,M,,Mafraq,10,M,,,
45830,SYR,M,,Balqa,1,F,,,
45831,SYR,M,,Balqa,4,M,,,
45832,SYR,M,,Mafraq,3,M,,,
45833,SYR,M,,Mafraq,4,F,,,
45834,SYR,M,,Mafraq,1,F,,,
45835,SYR,M,,Amman,6,F,,,
45836,SYR,F,,Maan,6,M,,,
45837,SYR,M,,Balqa,0,F,,,
45838,SYR,M,,Zarqa,7,M,,,
45839,SYR,F,,Maan,10,M,,,
45840,SYR,M,,Zarqa,2,M,,,
45841,SYR,M,,Mafraq,6,M,,,
45842,SYR,M,,Mafraq,7,F,,,
45843,SYR,M,,Mafraq,9,F,,,
45844,SYR,M,,Mafraq,6,F,,,
45845,SYR,M,,Amman,0,F,,,
45846,SYR,M,,Amman,2,F,,,
45847,SYR,M,,Maan,1,M,,,
45848,SYR,M,,Amman,4,F,,,
45849,SYR,M,abject,Amman,9,F,,,
45850,SYR,M,abject,Amman,7,M,,,
45851,SYR,F,abject,Irbid,12,M,,,
45852,SYR,M,absolute,Amman,7,M,,,
45853,SYR,M,,Amman,11,F,,,
45854,SYR,M,,Amman,10,M,,,
45855,SYR,M,,Zarqa,9,M,,,
45856,SYR,M,,Zarqa,1,M,,,
45857,SYR,M,,Zarqa,10,M,,,
45858,SYR,M,,Amman,1,M,,,
45859,SYR,F,absolute,Amman,8,M,,,
45860,SYR,F,absolute,Amman,10,M,,,
45861,SYR,F,,Amman,14,F,,,
45862,SYR,M,,Amman,16,F,,,
45863,SYR,M,,Balqa,7,M,,,
45864,SYR,M,,Amman,4,M,,,
45865,SYR,M,,Maan,5,M,,,
45866,SYR,F,abject,Irbid,3,M,,,
45867,SYR,F,abject,Irbid,14,M,,,
45868,SYR,M,,Mafraq,11,M,,,
45869,SYR,M,abject,Amman,4,M,,,
45870,SYR,F,abject,Irbid,15,F,,,
45871,SYR,M,,Mafraq,13,M,,,
45872,SYR,F,absolute,Amman,6,F,,,
45873,SYR,M,,Amman,8,M,,,
45874,SYR,F,,Amman,15,M,,,
45875,SYR,F,,Amman,5,M,,,
45876,SYR,F,abject,Zarqa,13,F,,,
45877,SYR,M,,Mafraq,14,F,,,
45878,SYR,M,,Mafraq,5,M,,,
45879,SYR,M,,Mafraq,9,M,,,
45880,SYR,M,,Amman,1,M,,,
45881,SYR,M,,Amman,4,M,,,
45882,SYR,M,,Amman,2,F,,,
45883,SYR,M,,Amman,0,M,,,
45884,SYR,M,,Zarqa,4,F,,,
45885,SYR,M,,Amman,11,M,,,
45886,SYR,M,,Amman,3,F,,,
45887,SYR,F,absolute,Amman,2,M,,,
45888,SYR,M,absolute,Amman,12,M,,,
45889,SYR,M,,Mafraq,15,M,,,
45890,SYR,M,,Amman,10,F,,,
45891,SYR,M,,Amman,13,F,,,
45892,SYR,M,,Mafraq,11,M,,,
45893,SYR,M,,IRBID,16,F,,,
45894,SYR,M,Children with specific need (not abject or absolut),Zarqa,3,M,,,
45895,SYR,M,abject,Mafraq,12,F,,,
45896,SYR,M,Children with specific need (not abject or absolut),Zarqa,3,F,,,
45897,SYR,M,absolute,Amman,5,F,,,
45898,SYR,M,,Mafraq,13,M,,,
45899,SYR,M,Children with specific need (not abject or absolut),Zarqa,6,M,SC,,
45900,SYR,M,abject,Mafraq,13,F,,,
45901,SYR,M,,Amman,13,F,,,
45902,SYR,M,Children with specific need (not abject or absolut),Zarqa,10,F,SC,,
45903,SYR,M,abject,Mafraq,5,M,,,
45904,SYR,M,,Amman,10,F,,,
45905,SYR,M,absolute,Amman,9,F,,,
45906,SYR,M,absolute,Amman,13,M,,,
45907,SYR,F,abject,Zarqa,8,F,,,
45908,SYR,F,abject,Zarqa,11,M,,,
45909,SYR,M,,Mafraq,7,M,,,
45910,SYR,M,,IRBID,15,F,,,
45911,SYR,M,,IRBID,13,F,,,DS
45912,SYR,M,,Mafraq,9,M,,,
45913,SYR,M,,IRBID,11,F,,,
45914,SYR,M,abject,Mafraq,9,M,,,
45915,SYR,M,,Amman,6,M,,,
45916,SYR,M,,Amman,8,M,,,
45917,SYR,M,abject,Mafraq,9,M,,,
45918,SYR,M,,Mafraq,9,F,,,
45919,SYR,M,abject,Mafraq,17,F,,,
45920,SYR,M,abject,Mafraq,10,F,,,
45921,SYR,M,abject,Mafraq,15,F,,,
45922,SYR,M,,Mafraq,10,F,,,DS
45923,SYR,F,,Amman,3,F,,,
45924,SYR,M,,Amman,4,M,,,
45925,SYR,M,absolute,Amman,8,M,,,
45926,SYR,M,,Mafraq,5,M,,,
45927,SYR,M,,IRBID,3,F,,,
45928,SYR,M,,Amman,8,M,,,
45929,SYR,M,,IRBID,8,M,,,
45930,SYR,M,abject,Mafraq,10,F,,,
45931,SYR,M,abject,Amman,10,F,,,
45932,SYR,M,,Amman,1,F,,,
45933,SYR,M,absolute,Amman,15,M,,,
45934,SYR,M,absolute,Amman,11,F,,,
45935,SYR,M,,Amman,6,F,,,
45936,SYR,M,,Amman,10,F,,,
45937,SYR,M,absolute,Amman,0,F,,,
45938,SYR,M,,Mafraq,0,F,,,
45939,SYR,M,abject,Mafraq,8,F,,,
45940,SYR,M,abject,Mafraq,13,F,,,
45941,SYR,M,abject,Mafraq,8,F,SC,,
45942,SYR,F,,Irbid,7,F,,,
45943,SYR,F,,Irbid,15,F,,,
45944,SYR,M,,Mafraq,4,F,,,
45945,SYR,M,,Amman,13,F,,,
45946,SYR,M,,Amman,13,M,,,
45947,SYR,M,abject,Mafraq,2,M,,,
45948,SYR,M,,Mafraq,2,M,,,
45949,SYR,F,,Irbid,17,M,,,
45950,SYR,M,,Balqa,13,M,,,
45951,SYR,M,,Balqa,6,M,,,
45952,SYR,M,,Zarqa,15,F,,,
45953,SYR,M,,Amman,0,M,,,
45954,SYR,F,,Irbid,6,F,,,
45955,SYR,M,,Amman,4,F,,,
45956,SYR,M,,Amman,15,F,,,
45957,SYR,M,,Mafraq,8,M,,,
45958,SYR,F,absolute,Amman,8,F,,,
45959,SYR,M,,Balqa,15,M,,,
45960,SYR,M,,Balqa,9,M,,,
45961,SYR,M,,Balqa,2,F,,,
45962,SYR,M,abject,Amman,4,F,,,
45963,SYR,M,,Mafraq,7,M,,,
45964,SYR,M,abject,Mafraq,14,M,,,
45965,SYR,M,,Mafraq,6,M,,,
45966,SYR,M,,Mafraq,16,M,,,
45967,SYR,M,,Mafraq,5,F,,,
45968,SYR,M,abject,Mafraq,3,M,,,
45969,SYR,M,,Amman,5,M,,,
45970,SYR,M,,Mafraq,12,M,,,
45971,SYR,F,,Irbid,16,F,,,
45972,SYR,M,,Mafraq,13,M,,,
45973,SYR,M,,Balqa,11,M,,,
45974,SYR,M,abject,Amman,9,M,,,
45975,SYR,M,abject,Mafraq,2,F,,,
45976,SYR,M,,Amman,11,M,,,
45977,SYR,M,,Amman,3,F,,,
45978,SYR,M,abject,Mafraq,7,F,,,
45979,SYR,M,abject,Mafraq,4,F,,,
45980,SYR,M,abject,Amman,13,M,,,
45981,SYR,M,,Mafraq,2,F,,,
45982,SYR,F,absolute,Amman,6,F,,,
45983,SYR,M,,Mafraq,16,F,,,
45984,SYR,M,,Madaba,0,M,,,
45985,SYR,M,,Amman,1,M,,,
45986,SYR,M,abject,Mafraq,1,M,,,
45987,SYR,M,,Mafraq,10,F,,,
45988,SYR,M,,Balqa,4,M,,,
45989,SYR,F,,Zarqa,5,M,,,
45990,SYR,M,,Zarqa,17,F,,,
45991,SYR,M,,Amman,7,F,,,
45992,SYR,M,,Amman,5,M,,,
45993,SYR,M,abject,Mafraq,12,M,,,
45994,SYR,F,absolute,Irbid,11,F,,,
45995,SYR,F,absolute,Amman,16,F,,,
45996,SYR,M,,Amman,6,F,,,
45997,SYR,M,,Mafraq,8,M,,,
45998,SYR,F,,Zarqa,11,M,,,
45999,SYR,M,,Amman,5,F,,,
46000,SYR,F,abject,Amman,6,F,,,
46001,SYR,F,abject,Amman,11,F,,SP,
46002,SYR,F,abject,Amman,16,F,,,
46003,SYR,F,abject,Amman,4,M,,,
46004,SYR,F,abject,Amman,10,M,,,
46005,SYR,M,,Mafraq,15,F,,,
